URL,Title,Body,Hyperlink
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301249411920107060&lcode=00&page=2&svccode=00,"'ADC 협업' 롯데는 컨쥬게이션, SK팜테코는 링커·페이로드",제약사의 전략적 협업 기반 '코마케팅'이 바이오 CDMO(위탁개발생산) 산업에서도 적용됐다. 롯데그룹과 SK그룹의 CDMO 계열사가 ADC(항체약물접합체)라는 접점 아래 손을 잡았다.    양 사는...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301249411920107060&lcode=00&page=2&svccode=00"", ""'ADC 협업' 롯데는 컨쥬게이션, SK팜테코는 링커·페이로드"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301346381640103261&lcode=00&page=2&svccode=00,"엠비디, 기술성평가 두번째 통과…코스닥 상장 재시동",엠비디가 코스닥 기술특례상장을 위한 기술성 평가를 또 한 번 통과하며 기술력을 입증했다. 2024년 11월 첫 통과 후 자금 조달 환경 개선을 기다렸던 엠비디는 165억원 규모의 시리즈C 펀딩에 성...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301346381640103261&lcode=00&page=2&svccode=00"", ""엠비디, 기술성평가 두번째 통과…코스닥 상장 재시동"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301517229600107228&lcode=00&page=2&svccode=00,"동아쏘시오의 에스티젠, 이유있는 재무통 이현민 사장 추대",동아쏘시오그룹의 생산 밸류체인 자회사 에스티젠바이오가 4년 만에 대표이사를 교체했다. 주목할 만한 대목은 기존 R&D 기반의 대표이사 체제를 유지하던 상황에서 갑작스레 그룹 재무통 출신의 신임 수장...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301517229600107228&lcode=00&page=2&svccode=00"", ""동아쏘시오의 에스티젠, 이유있는 재무통 이현민 사장 추대"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301531546160103561&lcode=00&page=2&svccode=00,"동아쏘시오 R&D 이끌 수장, 동아에스티 아닌 '에스티팜'",최근 공석이 된 동아쏘시오그룹 연구개발(R&D) 최고기술책임자(CTO) 역할은 성무제 에스티팜 대표가 잇게 됐다. 사실상 R&D의 중심이었던 동아에스티가 아닌 에스티팜 소속 경영진이 그룹 R&D를 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301531546160103561&lcode=00&page=2&svccode=00"", ""동아쏘시오 R&D 이끌 수장, 동아에스티 아닌 '에스티팜'"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301618094440107989&lcode=00&page=2&svccode=00,"동아쏘시오, 비상경영 속 또 수장 교체…2년새 계열사 5곳",지난해 비상경영을 선포한 동아쏘시오그룹이 2년 연속 대규모 인사 이동을 단행했다. 지난해 지주사와 동아에스티간 대표이사 맞교환에 이어 올해도 주요 계열사들의 수장 교체를 진행하며 경영 쇄신 의지를 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301618094440107989&lcode=00&page=2&svccode=00"", ""동아쏘시오, 비상경영 속 또 수장 교체…2년새 계열사 5곳"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301746431560107416&lcode=00&page=2&svccode=00,"[SK그룹 인사 풍향계]이동훈 SK바이오팜 대표 유임, 최윤정 승계 메이트 '주목...",SK그룹이 계열사 사장단 인사에서 대규모 인적 쇄신을 단행한 가운데 바이오 부문 계열사들은 전열을 유지했다. 내년 3월 임기 만료 예정인 이동훈 SK바이오팜 대표가 인사 대상에 포함되지 않으면서 사...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301746431560107416&lcode=00&page=2&svccode=00"", ""[SK그룹 인사 풍향계]이동훈 SK바이오팜 대표 유임, 최윤정 승계 메이트 '주목..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301845194000107328&lcode=00&page=2&svccode=00,"한미사이언스 전문경영인 효과 6개월, '조직안정·실적개선'",경영권 분쟁으로 내홍을 겪었던 한미사이언스가 올해 초 전문경영인 체제를 처음 도입하면서 단 6개월 만에 조직체계를 안정화하는데 성공한 분위기다. 매출에서 가장 큰 부분을 차지하는 온라인팜을 비롯해 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301845194000107328&lcode=00&page=2&svccode=00"", ""한미사이언스 전문경영인 효과 6개월, '조직안정·실적개선'"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301547523760109049&lcode=00&page=2&svccode=00,"한투운용, '올인원 AI 투자' 액티브로 구현",인공지능(AI)이 몇 년 전부터 글로벌 여러 산업에 접목되기 시작했다. 일각에서 AI 거품론이 제기되고 있지만 AI 수요는 폭발적으로 늘어나고 있다. 앞으로도 수요 증가는 지속될 것으로 전망된다. ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301547523760109049&lcode=00&page=2&svccode=00"", ""한투운용, '올인원 AI 투자' 액티브로 구현"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281609239120101454&lcode=00&page=2&svccode=00,LG화학을 향한 1%의 목소리,얼마 전 LG화학에 행동주의 펀드 팰리서캐피탈의 주주제안이 날아들었다. 같은 날 만난 LG화학 관계자는 차분했다. 주주가치 제고는 항상 지향하고 노력하는 바이나 제안을 적극적으로 수용할 여력이 현실...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281609239120101454&lcode=00&page=2&svccode=00"", ""LG화학을 향한 1%의 목소리"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510271539087440107244&lcode=00&page=2&svccode=00,"[한솔의 CFO]차입금 증가 추세 한솔테크닉스, 김진석 CFO에 '시험대'",한솔테크닉스는 지난해까지 양호한 현금창출력을 이어왔다. 2022년부터 꾸준히 영업활동을 통해 현금을 쌓아왔다. 운전자본 부담이 줄고 투자기조가 보수적으로 유지된 덕이다.    다만 올해부터는 투자부...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510271539087440107244&lcode=00&page=2&svccode=00"", ""[한솔의 CFO]차입금 증가 추세 한솔테크닉스, 김진석 CFO에 '시험대'"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510310749415380105037&lcode=00&page=3&svccode=00,[영상]설립 첫해 상장에 700조 사업까지…현대건설 손잡은 미국 Fermi는,현대건설 주가가 지난 27일 상승세에 마감했습니다. 휴일인 26일 전해진 미국 원전 기본설계 용역 계약 소식 때문인데요. 올해 상반기 현대건설 주가 상승을 견인했던 원전에 대한 기대감이 한풀 꺾인 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510310749415380105037&lcode=00&page=3&svccode=00"", ""[영상]설립 첫해 상장에 700조 사업까지…현대건설 손잡은 미국 Fermi는"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291516234800102822&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]조선 훈풍에 엔진 3...,한화엔진·HD현대마린엔진·STX엔진 등 국내 선박엔진 제조사 3곳의 이사회 평가가 개선됐다. 3사 모두 경영성과 지표의 점수 상승이 나타났다. 전방산업인 조선업의 실적 개선 훈풍이 선박기자재 분야에...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291516234800102822&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]조선 훈풍에 엔진 3..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291053272520101053&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]'압도적' 현대모비스...,자동차 부품업계에서는 이사회 평가 여섯 가지 항목에서 두루 고른 성과를 낸 기업들이 눈에 띈다. 현대모비스가 압도적으로 앞서는 가운데 현대위아와 HL만도도 부품업계에서 양호한 성적을 기록했다. 에스...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291053272520101053&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]'압도적' 현대모비스..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510282242361040108086&lcode=00&page=3&svccode=00,"[thebell League Table/2025 이사회 평가]SK그룹, 주력 계열...","올해 이사회 평가에서 SK그룹은 주력 계열사들의 약진이 두드러졌다. SK하이닉스와 SK스퀘어 등이 최상위권으로 도약, 이사회 중심의 거버넌스 구축을 입증했다는 평이다. 다만 일부 계열사들은 순위가 ...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510282242361040108086&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]SK그룹, 주력 계열..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281708476520105946&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]베스트는 현대글로비스...,해상운송 업계에서는 현대글로비스가 선두로 나선 가운데 HMM도 100위권 안에 안착했다. 현대글로비스와 HMM 모두 전년대비 점수 상승을 나타냈다. 팬오션과 대한해운 등은 100위권 밖에 머물렀지만...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281708476520105946&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]베스트는 현대글로비스..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281440428280102155&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]상위 30위권 LG계...,LG그룹이 이사회 역량 평가에서 기대를 밑도는 성적을 받았다. 상위 30위권에 단 한 곳의 계열사도 이름을 올리지 못했다. 재계 4위라는 위치를 감안하면 아쉬운 결과다. 주력 계열사들의 실적 부진이...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281440428280102155&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]상위 30위권 LG계..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281057209120103424&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]불닭볶음면 열풍 삼양...,"삼양식품이 주요 상장사 이사회 평가에서 식음료 업종 단독 선두로 치고 올라갔다. 올해부터 이사회·사외이사 개별 평가를 정례화하고, 평가 결과를 공개해 평가 개선 프로세스 지표를 개선한 덕분이다. 업...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281057209120103424&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]불닭볶음면 열풍 삼양..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510280946310280109073&lcode=00&page=3&svccode=00,"[thebell League Table/2025 이사회 평가]대한항공, 평가 개선...",대한항공이 이사회 평가에서 한진그룹 계열사 중 1위 자리를 지켰다. 전년도 평가에서는 그룹 지주사 한진칼과 공동 1위였지만 1년 사이 한진칼보다 큰 폭의 점수 상승을 통해 단독 1위로 올라섰다. 평...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510280946310280109073&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]대한항공, 평가 개선..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510271013106160104975&lcode=00&page=3&svccode=00,"[thebell League Table/2025 이사회 평가]신세계그룹, 유일하게...","신세계그룹은 공정거래위원회 대규모 기업집단 공시상 재계 11위다. 그룹의 외연은 유통 계열사 중심으로 성장하며 오랜 기간 '유통 명가'의 위상을 지켜왔지만, 이사회 구성이나 역량은 위상만큼의 성과를...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510271013106160104975&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]신세계그룹, 유일하게..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510221650339120103093&lcode=00&page=3&svccode=00,[thebell League Table/2025 이사회 평가]두산밥캣 100위권 ...,두산그룹 대부분 계열사가 이사회 평가에서 두산밥캣(77위)을 제외하고 총점 상위 100위권 밖으로 밀려나며 부진했다. 경영성과 부진과 이사회 개선을 위한 내외부 평가가 부족했던 탓으로 풀이된다.  ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510221650339120103093&lcode=00&page=3&svccode=00"", ""[thebell League Table/2025 이사회 평가]두산밥캣 100위권 ..."")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301320088000106862&lcode=00&page=4&svccode=00,"’주가 상승’ 전동규 서진시스템 대표, FI 풋옵션 부담 줄었다",서진시스템의 최대주주 전동규 대표가 최근 주가 상승으로 재무적투자자(FI)들에 대한 풋옵션 이행 부담을 덜게 됐다. 전 대표와 FI간 계약에는 주가가 풋옵션 이행 가격에 근접할 경우 만기를 연장할 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301320088000106862&lcode=00&page=4&svccode=00"", ""’주가 상승’ 전동규 서진시스템 대표, FI 풋옵션 부담 줄었다"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291826272440109189&lcode=00&page=4&svccode=00,"키움F&I, 전 트랜치 두자릿수 언더금리 확보","키움에프앤아이(키움F&I)가 올해 두번째 공모 회사채 수요예측에서 전 트랜치에 걸쳐 두자릿수 언더금리를 확보했다. 총 700억원 모집을 목표로 했는데, 5000억원이 넘는 주문이 들어오며 부실채권(...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291826272440109189&lcode=00&page=4&svccode=00"", ""키움F&I, 전 트랜치 두자릿수 언더금리 확보"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291456153680101976&lcode=00&page=4&svccode=00,발행 우선 한국증권 조각투자 유통 컨소 참여 막판 저울질,한국투자증권이 조각투자 유통 플랫폼 인가전 참가를 막판 저울질하고 있는 것으로 파악됐다. 한국거래소(KRX)와 코스콤 컨소시엄 또는 넥스트레이드(NXT)와 뮤직카우 컨소시엄 중 한 곳에 합류할 것이...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291456153680101976&lcode=00&page=4&svccode=00"", ""발행 우선 한국증권 조각투자 유통 컨소 참여 막판 저울질"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291454187720103452&lcode=00&page=4&svccode=00,"농협금융지주, 5000억 신종자본증권 발행 추진",NH투자증권의 종합금융투자계좌(IMA) 인가를 지원하기 위해 6500억원을 출자했던 농협금융지주가 신종자본증권 발행을 통해 자본 확충에 나선다. 앞선 농협은행 출자에 이어 NH투자증권까지 잇단 재무...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291454187720103452&lcode=00&page=4&svccode=00"", ""농협금융지주, 5000억 신종자본증권 발행 추진"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291741533080104757&lcode=00&page=4&svccode=00,"현정은 '백기사' H&Q, 현대엘리 EB 청구로 엑시트 시동",현대그룹의 ‘백기사’로 불렸던 사모투자펀드(PEF) 운용사 H&Q코리아(이하 H&Q)가 2년 만에 현대엘리베이터 투자금 회수에 나섰다. 그간 전환사채(CB)·교환사채(EB)·전...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291741533080104757&lcode=00&page=4&svccode=00"", ""현정은 '백기사' H&Q, 현대엘리 EB 청구로 엑시트 시동"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291025401000102961&lcode=00&page=4&svccode=00,케이에스비튜젠 시리즈B 클로징…IPO도 추진,근육질환 치료제 기업인 케이에스비튜젠(KSB TUGEN)이 시리즈B 라운드에서 약 40억원의 투자금을 유치했다. 회사는 이번 투자금을 바탕으로 연구개발(R&D)과 진행 중인 임상을 가속하겠다는 복안...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510291025401000102961&lcode=00&page=4&svccode=00"", ""케이에스비튜젠 시리즈B 클로징…IPO도 추진"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281539235320107936&lcode=00&page=4&svccode=00,"NH투자증권, IMA보다 중요한 것",연일 코스피 지수가 상승흐름을 보이며 함박웃음을 짓고 있는 것은 '코스피 5000 시대'를 외친 정부뿐만이 아니다. 늘어나는 주식 거래로 증권사들이 누리는 반사이익도 두둑하다. NH투자증권 역시 실...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281539235320107936&lcode=00&page=4&svccode=00"", ""NH투자증권, IMA보다 중요한 것"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510280213402280109513&lcode=00&page=4&svccode=00,리딩증권의 새로운 길,"""앞으로 우리가 어떤 길을 갈 것인지는 나름 흥미로운 스토리가 될 것입니다. 다른 증권사들과 함께 자본의 중대형화를 지향할 것인지, 질적인 성숙을 지향하면서 마이너리티한 성공 스토리를 만들 것인지를...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510280213402280109513&lcode=00&page=4&svccode=00"", ""리딩증권의 새로운 길"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301534144320107620&lcode=00&page=4&svccode=00,"농협, 홈플러스 인수 필요조건 '이자 부담 경감'",정치권이 연일 '농협이 홈플러스를 맡아야 한다'는 역할론을 꺼내들고 있지만 금융부채 부담이 해소되지 않는 한 인수는 쉽지 않다는 평가가 나온다. 농협유통과 농협하나로유통 모두 실적 부진이 이어지는 ...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301534144320107620&lcode=00&page=4&svccode=00"", ""농협, 홈플러스 인수 필요조건 '이자 부담 경감'"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301508042680105847&lcode=00&page=4&svccode=00,"폐기물 순환경제 기업 수퍼빈, 145억 프리IPO 라운드 완료","폐기물 순환경제 기업 수퍼빈이 신규 투자 유치에 성공했다. 동국인베스트먼트가 리딩 투자사로 나섰고, 코리아에셋증권과 라이징에스벤처스, 티인베스트먼트, 한국투자증권 등도 참여했다.    30일 투자은...","=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510301508042680105847&lcode=00&page=4&svccode=00"", ""폐기물 순환경제 기업 수퍼빈, 145억 프리IPO 라운드 완료"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510300938070840106430&lcode=00&page=5&svccode=00,"오로라월드, 200억 규모 전환사채 발행 추진",코스닥 상장사 오로라월드가 전환사채(CB) 발행을 추진하고 있다. 신규 투자 재원 확보와 사업 경쟁력 강화를 위해 자금조달에 나선 것으로 파악된다.    30일 투자은행(IB) 업계에 따르면 오로라...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510300938070840106430&lcode=00&page=5&svccode=00"", ""오로라월드, 200억 규모 전환사채 발행 추진"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281628290640106492&lcode=00&page=5&svccode=00,[다올증권 사업 리밸런싱]신한증권 홀세일 키맨 영입…업계 매출 1위 인사,홀세일(Wholesale) 비즈니스가 쉽지 않은 이유는 전문인력 영입 때문이다. 특히 까다로운 기관 주문을 확보할 수 있는 네트워크를 지닌 전문가 영입이 중소형 증권사로서는 쉽지 않기에 일종의 진입...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281628290640106492&lcode=00&page=5&svccode=00"", ""[다올증권 사업 리밸런싱]신한증권 홀세일 키맨 영입…업계 매출 1위 인사"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281531051760108722&lcode=00&page=5&svccode=00,"엘엑스운용, 올해 네 번째 무담보 NPL펀드 내놨다",엘엑스자산운용이 무담보 부실채권(NPL)에 주로 투자하는 펀드를 선보였다. 올해 네 번째다. 연달아 100억원대 자금을 모으며 흥행을 이어가는 가운데 이번에는 금융회사도 수익자로 참여해 눈길을 끌었...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281531051760108722&lcode=00&page=5&svccode=00"", ""엘엑스운용, 올해 네 번째 무담보 NPL펀드 내놨다"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281501132440103017&lcode=00&page=5&svccode=00,"IBK기업은행, 국내 라인업 대거 교체…해외펀드는 확대",IBK기업은행이 4분기 추천상품 매대에서 국내펀드를 대거 교체했다. 지난 분기부터 이어온 국내 강화 기조는 유지되는 모습이다. 가판대에 오른 해외펀드 개수도 하나 늘었다.    28일 더벨이 집계한...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281501132440103017&lcode=00&page=5&svccode=00"", ""IBK기업은행, 국내 라인업 대거 교체…해외펀드는 확대"")"
https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281349469160106777&lcode=00&page=5&svccode=00,"타이거운용, 신한운용 손잡고 국민은행 진출",타이거자산운용이 신한자산운용과 손잡고 KB국민은행에 진출한다. 국민은행 점포에서 판매되는 신한운용의 사모펀드가 타이거운용의 펀드를 전액 투자하는 방식이다. 타이거운용은 운용 성과를 바탕으로 최근 i...,"=HYPERLINK(""https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510281349469160106777&lcode=00&page=5&svccode=00"", ""타이거운용, 신한운용 손잡고 국민은행 진출"")"
